ArticuloID,Descripcion,Articulo_Tipo,Articulo_Grupo,Articulo_Clase,Precio,ArticuloRecomendadoID,Frecuencia
12472770,BISAGRA COFRE CHEV PU 99-02 S/ESPIRAL DER,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,250,15560554,3
12474012,BRAZO DEF DEL CHEV PU 99-02 INTERIOR DER,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,300,12474013,1
12474013,BRAZO DEF DEL CHEV PU 99-02 INTERIOR IZQ,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,300,15560553,1
14000081,MOLD INF PARR CHEV PU 79-80 ANCHA,MOLDURAS,CHEVROLET,TAIWAN,300,14021253,1
14021253,BISAGRA COFRE CHEV PU 81-91 C/ESPIRAL IZQ,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,14021254,3
14021254,BISAGRA COFRE CHEV PU 81-91 C/ESPIRAL DER,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,14027431,2
14022805,MOLD ARCO SALP CHEV PU 81-91 IZQ,MOLDURAS,CHEVROLET,TAIWAN,150,14022806,5
14022806,MOLD ARCO SALP CHEV PU 81-91 DER,MOLDURAS,CHEVROLET,TAIWAN,150,14033613,4
14027431,ELEV CRISTAL CHEV PU / SUBURBAN 73-91 IZQ,ELEVADORES DE CRISTAL,CHEVROLET,TAIWAN,280,14027432,11
14027432,ELEV CRISTAL CHEV PU / SUBURBAN 73-91 DER,ELEVADORES DE CRISTAL,CHEVROLET,TAIWAN,280,MECNPU81,5
14030523,BISAGRA COFRE S-10 82-94 IZQ,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,14030524,3
14030524,BISAGRA COFRE S-10 82-94 DER,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,14033613,2
14033613,MOLD ARCO TRAS S-10 82-94 IZQ,MOLDURAS,CHEVROLET,TAIWAN,150,14033614,8
14033614,MOLD ARCO TRAS S-10 82-94 DER,MOLDURAS,CHEVROLET,TAIWAN,150,15546443,6
14033615,MOLD ARCO SALP S-10 82-94 IZQ,MOLDURAS,CHEVROLET,TAIWAN,150,14033616,4
14033616,MOLD ARCO SALP S-10 82-94 DER,MOLDURAS,CHEVROLET,TAIWAN,150,15546443,4
14043823,BISAGRA COFRE CHEV PU 81-91 S/ESPIRAL IZQ,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,212-1539R1,2
14043824,BISAGRA COFRE CHEV PU 81-91 S/ESPIRAL DER,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,176807113C,2
14064637,BRAZO DEF DEL CHEV PU 81-91 CORTO IZQ,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,15686150,3
14064638,BRAZO DEF DEL CHEV PU 81-91 CORTO DER,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,6221257G00,3
15035591,BISAGRA COFRE CHEV PU 99-02 C/ESPIRAL IZQ,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,300,15035592,5
15035592,BISAGRA COFRE CHEV PU 99-02 C/ESPIRAL DER,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,300,MECFPU73,3
15088328,TOLVA RAD SUBURBAN 00-03 SUPERIOR,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,600,Not in source,0
15088329,TOLVA RAD CHEV PU 99-03 4.3L SUPERIOR,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,600,Not in source,0
15164394,TOLVA RAD SUBURBAN 00-03 INFERIOR,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,600,Not in source,0
15546443,MOLD ARCO SALP CHEV PU 92-98 IZQ,MOLDURAS,CHEVROLET,TAIWAN,150,15546459,7
15546444,MOLD ARCO SALP CHEV PU 92-98 DER,MOLDURAS,CHEVROLET,TAIWAN,150,15546459,6
15546459,MOLD ARCO TRAS CHEV PU 92-98 IZQ,MOLDURAS,CHEVROLET,TAIWAN,150,15546460,7
15546460,MOLD ARCO TRAS CHEV PU 92-98 DER,MOLDURAS,CHEVROLET,TAIWAN,150,15593227,5
15560553,TOLVA RAD S-10 82-94 4 CIL SUP,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,400,15560554,6
15560554,TOLVA RAD S-10 82-94 4 CIL INF,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,400,15602558,6
15590207,BRAZO DEF DEL S-10 82-94 CORTO IZQ,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,15590208,3
15590208,BRAZO DEF DEL S-10 82-94 CORTO DER,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,ATCS1095R,3
15593227,MOLD LAT PARR CHEV PU 83-88 C IZQ,MOLDURAS,CHEVROLET,TAIWAN,200,15593228,7
15593228,MOLD LAT PARR CHEV PU 83-88 C DER,MOLDURAS,CHEVROLET,TAIWAN,200,E7TZ16038A,4
15594897,MOLD INF PARR CHEV PU 83-88,MOLDURAS,CHEVROLET,TAIWAN,150,15594898,3
15594898,MOLD SUP PARR CHEV PU 83-88,MOLDURAS,CHEVROLET,TAIWAN,150,15616290,2
15602558,TOLVA RAD S-10 82-94 6 CIL INF,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,350,15958485,9
15603561,TOLVA RAD CHEV PU 92-98 6 CIL INF,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,400,15607172,2
15606577,BRAZO DEF DEL CHEV PU 81-91 LARGO IZQ,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,200,15606578,2
15606578,BRAZO DEF DEL CHEV PU 81-91 LARGO DER,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,200,ELCSU92EL,3
15607172,TOLVA RAD CHEV PU 92-98 6 CIL SUP,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,400,BTCMA97P,2
15611495,BRAZO DEF DEL CHEV PU 92-98 CENTRAL IZQ,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,180,15611496,9
15611496,BRAZO DEF DEL CHEV PU 92-98 CENTRAL DER,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,180,15686149,5
15616290,MOLD ARCO TRAS SUBURBAN 89-91 DER,MOLDURAS,CHEVROLET,TAIWAN,150,15616312,3
15616291,MOLD ARCO TRAS SUBURBAN 89-91 IZQ,MOLDURAS,CHEVROLET,TAIWAN,150,BTDSH92F,3
15616312,MOLD ARCO SALP SUBURBAN 89-91 DER,MOLDURAS,CHEVROLET,TAIWAN,150,15616313,2
15616313,MOLD ARCO SALP SUBURBAN 89-91 IZQ,MOLDURAS,CHEVROLET,TAIWAN,150,6273600,3
15616749,BISAGRA COFRE CHEV PU 92-98 S/ESPIRAL IZQ,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,15616750,3
15616750,BISAGRA COFRE CHEV PU 92-98 S/ESPIRAL DER,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,15686149,2
15686149,BRAZO DEF DEL CHEV PU 92-98 EXTERIOR IZQ,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,15686150,14
15686150,BRAZO DEF DEL CHEV PU 92-98 EXTERIOR DER,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,15958485,3
15690183,BISAGRA COFRE CHEV PU 92-98 C/ESPIRAL IZQ,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,15690184,2
15690184,BISAGRA COFRE CHEV PU 92-98 C/ESPIRAL DER,BISAGRAS DE COFRE,CHEVROLET,TAIWAN,200,5342189103,2
15696691,TOLVA RAD CHEV PU 92-98 8 CIL INF,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,350,15739587,11
15707564,TOLVA RAD CHEV PU 99-03 4.3L INFERIOR,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,600,Not in source,0
15739587,TOLVA RAD CHEV PU 92-98 8 CIL SUP,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,350,PNPU86,4
15789587,TOLVA RAD SUBURBAN / SILVERADO 94-99 SUP,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,600,CFEX91,2
15954691,TOLVA RAD SUBURBAN / SILVERADO 94-99 INF,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,600,CFEX91,2
15958485,TOLVA RAD S-10 82-94 6 CIL SUP,TOLVAS DE RADIADOR,CHEVROLET,TAIWAN,350,62214F4030,5
15976629,BRAZO DEF DEL S-10 82-94 LARGO IZQ,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,BCMTCPU99,2
15976630,BRAZO DEF DEL S-10 82-94 LARGO DER,BRAZOS DE DEFENSA,CHEVROLET,TAIWAN,150,6221257G00,2
1671135010,TOLVA RAD TOYOTA PU 84-88 (TRACC NORMAL),TOLVAS DE RADIADOR,TOYOTA,TAIWAN,300,2147601G00,4
1671171030,TOLVA RAD TOYOTA PU 89-95 (TRACC NORMAL),TOLVAS DE RADIADOR,TOYOTA,TAIWAN,300,2147601G00,3
176807113B,BRAZO DEF DEL GOLF / JETTA 87-91 DER,BRAZOS DE DEFENSA,VOLSKWAGEN,TAIWAN,200,176807113C,4
176807113C,BRAZO DEF DEL GOLF / JETTA 87-91 IZQ,BRAZOS DE DEFENSA,VOLSKWAGEN,TAIWAN,200,6262007,3
1R3Z-8C607CA,MOTOVENT MUSTANG 99-02 3.8L P/RAD  P/ A/A COMPLETO,MOTOVENTILADORES,FORD,TAIWAN,2600,ELFCN98EL,2
1S4Z-8C607AA,MOTOVENT FOCUS 00-03 P/RAD P/ A/A COMPLETO,MOTOVENTILADORES,FORD,TAIWAN,3500,CCPU92,2
212-1539L1,CUARTO PUNTA TOYOTA PU 89-95 CROM TRAC NOR IZQ,CUARTOS,TOYOTA,TAIWAN,80,212-1539R1,8
212-1539L2,CUARTO PUNTA TOYOTA PU 89-95 NEGRO TRAC NOR IZQ,CUARTOS,TOYOTA,TAIWAN,80,212-1539R1,6
212-1539R1,CUARTO PUNTA TOYOTA PU 89-95 CROM TRAC NOR DER,CUARTOS,TOYOTA,TAIWAN,80,212-1552R2,6
212-1539R2,CUARTO PUNTA TOYOTA PU 89-95 NEGRO TRAC NOR DER,CUARTOS,TOYOTA,TAIWAN,80,312-1501L2,4
212-1552L1,CUARTO PUNTA TOYOTA PU 89-95 CROM DOBLE TRACC IZQ,CUARTOS,TOYOTA,TAIWAN,140,212-1552R1,16
212-1552L2,CUARTO PUNTA TOYOTA PU 89-95 NEGRO DOBLE TRACC IZQ,CUARTOS,TOYOTA,TAIWAN,140,212-1552R2,14
212-1552R1,CUARTO PUNTA TOYOTA PU 89-95 CROM DOBLE TRACC DER,CUARTOS,TOYOTA,TAIWAN,140,212-1552R2,7
212-1552R2,CUARTO PUNTA TOYOTA PU 89-95 NEGRO DOBLE TRACC DER,CUARTOS,TOYOTA,TAIWAN,140,312-1501L2,4
212-1612L,CUARTO FRONTAL TOYOTA PU 84-88 (TODAS) IZQ,CUARTOS,TOYOTA,TAIWAN,40,212-1612R,13
212-1612R,CUARTO FRONTAL TOYOTA PU 84-88 (TODAS) DER,CUARTOS,TOYOTA,TAIWAN,40,212-1638L,8
212-1638L,CUARTO FRONTAL TOYOTA PU 89-95 (TODAS) IZQ,CUARTOS,TOYOTA,TAIWAN,60,212-1638R,11
212-1638R,CUARTO FRONTAL TOYOTA PU 89-95 (TODAS) DER,CUARTOS,TOYOTA,TAIWAN,60,312-1512L2,7
212-1914L,CALAVERA TOYOTA PU 84-88 CROMADA (TODAS) IZQ,CALAVERAS,TOYOTA,TAIWAN,120,212-1914R,9
212-1914L2,CALAVERA TOYOTA PU 84-88 PINTADA (TODAS) IZQ,CALAVERAS,TOYOTA,TAIWAN,110,212-1914R2,9
212-1914R,CALAVERA TOYOTA PU 84-88 CROMADA (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,120,212-1914R2,8
212-1914R2,CALAVERA TOYOTA PU 84-88 PINTADA (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,110,212-1945L,7
212-1923L,CALAVERA TOYOTA PU 78-83 CROMADA (TODAS)  IZQ,CALAVERAS,TOYOTA,TAIWAN,120,212-1923R,7
212-1923R,CALAVERA TOYOTA PU 78-83 CROMADA (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,120,212-1945L,5
212-1945L,CALAVERA TOYOTA PU 89-95 (TODAS) IZQ,CALAVERAS,TOYOTA,TAIWAN,120,212-1945R,16
212-1945R,CALAVERA TOYOTA PU 89-95 (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,120,215-1542L,5
213-1122L,FARO LUV 04 C/AJUSTES CRISTAL IZQ ***,FAROS,CHEVROLET,TAIWAN,600,213-1122R,3
213-1122R,FARO LUV 04 C/AJUSTES CRISTAL DER ***,FAROS,CHEVROLET,TAIWAN,600,213-1123L,2
213-1123L,FARO LUV 98-03 C/AJUSTES IZQ,FAROS,CHEVROLET,TAIWAN,500,213-1123R,8
213-1123R,FARO LUV 98-03 C/AJUSTES DER,FAROS,CHEVROLET,TAIWAN,500,215-1121L,3
213-1408N,CUARTO LAT LUV 97-03 AMBAR LH=RH ***,CUARTOS,CHEVROLET,TAIWAN,60,213-1524L,1
213-1509L,CUARTO PUNTA ISUZU PU / LUV 88-95 CROM AMBAR IZQ,CUARTOS,ISUZU,TAIWAN,80,213-1509R,9
213-1509R,CUARTO PUNTA ISUZU PU / LUV 88-95 CROM AMBAR DER,CUARTOS,ISUZU,TAIWAN,80,215-1504L,5
213-1524L,CUARTO PUNTA LUV 04 CRISTAL IZQ ***,CUARTOS,CHEVROLET,TAIWAN,180,213-1524R,4
213-1524R,CUARTO PUNTA LUV 04 CRISTAL DER ***,CUARTOS,CHEVROLET,TAIWAN,180,316-1901L,2
213-1619L,CUARTO FRONTAL LUV 81-03 AMBAR IZQ ***,CUARTOS,CHEVROLET,TAIWAN,80,213-1619R,2
213-1619R,CUARTO FRONTAL LUV 81-03 AMBAR DER ***,CUARTOS,CHEVROLET,TAIWAN,80,315-1503RY,2
213-1904L1,CALAVERA ISUZU PU / LUV 83-87 CROMADA IZQ,CALAVERAS,ISUZU,TAIWAN,120,213-1904R1,2
213-1904L2,CALAVERA ISUZU PU / LUV 83-87 NEGRA IZQ,CALAVERAS,ISUZU,TAIWAN,120,213-1904R1,2
213-1904R1,CALAVERA ISUZU PU / LUV 83-87 CROMADA DER,CALAVERAS,ISUZU,TAIWAN,120,331-1127L,2
213-1904R2,CALAVERA ISUZU PU / LUV 83-87 NEGRA DER,CALAVERAS,ISUZU,TAIWAN,120,213-1908L1,1
213-1908L1,CALAVERA ISUZU PU / LUV 88-95 CROMADA IZQ,CALAVERAS,ISUZU,TAIWAN,130,215-1562R,3
213-1908L2,CALAVERA ISUZU PU / LUV 88-95 NEGRA IZQ,CALAVERAS,ISUZU,TAIWAN,120,213-1908R2,3
213-1908R1,CALAVERA ISUZU PU / LUV 88-95 CROMADA DER,CALAVERAS,ISUZU,TAIWAN,130,215-1562L,2
213-1908R2,CALAVERA ISUZU PU / LUV 88-95 NEGRA DER,CALAVERAS,ISUZU,TAIWAN,120,215-1504L3,3
213-1918L,CALAVERA LUV DOBLE CAB 97-01 ROJO/BCO/AMB IZQ,CALAVERAS,CHEVROLET,TAIWAN,250,213-1918R,5
213-1918LC,CALAVERA LUV DOBLE CAB 02-03 ROJO/BCO IZQ,CALAVERAS,CHEVROLET,TAIWAN,300,213-1918RC,5
213-1918R,CALAVERA LUV DOBLE CAB 97-01 ROJO/BCO/AMB DER,CALAVERAS,CHEVROLET,TAIWAN,250,215-1562R,3
213-1918RC,CALAVERA LUV DOBLE CAB 02-03 ROJO/BCO DER,CALAVERAS,CHEVROLET,TAIWAN,300,215-1562R,2
21410-F4016,RAD NISSAN PU 94-03 (D-21) STD ALUMINIO ORIGINAL,RADIADORES DE ALUMINIO,NISSAN,MEXICO,1800,21410-F4200,2
21410-F4200,RAD TSURU III GS 16V / TSUBAME 94-97 SENTRA STD ALUM ORIG,RADIADORES DE ALUMINIO,NISSAN,MEXICO,1500,PNT394,2
214-1508L1,CUARTO PUNTA MITS PU L200/RAM50 87-96 CROM BIC IZQ,CUARTOS,MITSUBISHI,TAIWAN,120,214-1508R1,6
214-1508L2,CUARTO PUNTA MITS PU L200/RAM50 87-96 NEGRO BI IZQ,CUARTOS,MITSUBISHI,TAIWAN,100,214-1508R2,5
214-1508R1,CUARTO PUNTA MITS PU L200/RAM50 87-96 CROM BIC DER,CUARTOS,MITSUBISHI,TAIWAN,120,312-1512R2,4
214-1508R2,CUARTO PUNTA MITS PU L200/RAM50 87-96 NEGRO BI DER,CUARTOS,MITSUBISHI,TAIWAN,100,215-1604L,4
214-1914L,CALAVERA MITSUBISHI PU L200 / RAM50 79-86 IZQ,CALAVERAS,MITSUBISHI,TAIWAN,130,214-1914R,5
214-1914R,CALAVERA MITSUBISHI PU L200 / RAM50 79-86 DER,CALAVERAS,MITSUBISHI,TAIWAN,130,215-1506L,5
214-1923L1,CALAVERA MITSUBISHI PU L200 / RAM50 87-96 CROM IZQ,CALAVERAS,MITSUBISHI,TAIWAN,150,214-1923R1,6
214-1923R1,CALAVERA MITSUBISHI PU L200 / RAM50 87-96 CROM DER,CALAVERAS,MITSUBISHI,TAIWAN,150,315-1518L,4
2147601G00,TOLVA RAD NISSAN PU 94-02,TOLVAS DE RADIADOR,NISSAN,TAIWAN,120,2147612W00,4
2147601G10,TOLVA RAD NISSAN PU 87-97  D-21  MOT 2.4 AMERICANA,TOLVAS DE RADIADOR,NISSAN,TAIWAN,120,BCPU79R,3
2147612W00,TOLVA RAD NISSAN PU 80-84 (720) MOT 1.8 AMERICANA,TOLVAS DE RADIADOR,NISSAN,TAIWAN,120,PCPU73,4
21481-37A00,MOTOVENT TSURU 84-87 (SOLO),MOTOVENTILADORES,NISSAN,TAIWAN,650,DDVGO87P,2
21481-6M100,MOTOVENT SENTRA 00-03 P/RAD P/ A/A COMPLETO,MOTOVENTILADORES,NISSAN,TAIWAN,2300,ELFCO90ER,2
21481-6M110,MOTOVENT SENTRA 00-03 P/RAD S/ A/A COMPLETO,MOTOVENTILADORES,NISSAN,TAIWAN,2200,ELFCN98EL,2
21487-57A00,MOTOVENT TSURU 88-91 (SOLO),MOTOVENTILADORES,NISSAN,TAIWAN,700,215-1991L,1
215-1121L,FARO TSURU I SAMURAY 85-87 S/BASE S/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,350,215-1121R,9
215-1121R,FARO TSURU I SAMURAY 85-87 S/BASE S/AJUSTES DER,FAROS,NISSAN,TAIWAN,350,215-1139L,7
215-1139L,FARO NISSAN PU 92-93 C/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,360,215-1139R,11
215-1139R,FARO NISSAN PU 92-93 C/AJUSTES DER,FAROS,NISSAN,TAIWAN,360,331-1118R,5
215-1142L,FARO TSURU II 89-91 (PLASTICO) C/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,360,215-1142R,12
215-1142R,FARO TSURU II 89-91 (PLASTICO) C/AJUSTES DER,FAROS,NISSAN,TAIWAN,360,331-1129L,7
215-1153L,FARO TSUBAME 94-02 C/BASE IZQ,FAROS,NISSAN,TAIWAN,550,215-1153R,6
215-1153R,FARO TSUBAME 94-02 C/BASE DER,FAROS,NISSAN,TAIWAN,550,431-1146L,5
215-1154L,FARO TSURU III 94-96 C/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,400,215-1154R,11
215-1154R,FARO TSURU III 94-96 C/AJUSTES DER,FAROS,NISSAN,TAIWAN,400,215-1991L3,5
215-1402L,CUARTO LATERAL TSURU I 84-87 IZQ,CUARTOS,NISSAN,TAIWAN,20,215-1402R,7
215-1402R,CUARTO LATERAL TSURU I 84-87 DER,CUARTOS,NISSAN,TAIWAN,20,215-1558L,5
215-1407,CUARTO LATERAL DATSUN SEDAN 79-84 (A10)  LH=RH,CUARTOS,NISSAN,TAIWAN,25,215-1562R,5
215-1412,CUARTO LATERAL TSURU II 88-89  LH=RH,CUARTOS,NISSAN,TAIWAN,25,215-1505N,2
215-1504L,CUARTO PUNTA NISSAN PU 92-93 (720) C/FRANJA IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1504R,11
215-1504L2,CUARTO PUNTA NISSAN PU 92-93 (720) NEGRO IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1504R2,7
215-1504L3,CUARTO PUNTA NISSAN PU 92-93 (720) FILO CROMAD IZQ,CUARTOS,NISSAN,TAIWAN,55,215-1504R3,10
215-1504R,CUARTO PUNTA NISSAN PU 92-93 (720) C/FRANJA DER,CUARTOS,NISSAN,TAIWAN,45,215-1504R3,9
215-1504R2,CUARTO PUNTA NISSAN PU 92-93 (720) NEGRO DER,CUARTOS,NISSAN,TAIWAN,45,215-1504R3,5
215-1504R3,CUARTO PUNTA NISSAN PU 92-93 (720) FILO CROMAD DER,CUARTOS,NISSAN,TAIWAN,55,216-1508L,6
215-1505N,CUARTO LATERAL DATSUN PU 73-80 (620)  LH=RH,CUARTOS,NISSAN,TAIWAN,25,215-1506L,3
215-1506L,CUARTO PUNTA NISSAN PU 81-91 (720) NEGRO IZQ,CUARTOS,NISSAN,TAIWAN,30,215-1506R,9
215-1506L3,CUARTO PUNTA NISSAN PU 81-91 (720) CROMADO IZQ,CUARTOS,NISSAN,TAIWAN,35,215-1506R3,8
215-1506R,CUARTO PUNTA NISSAN PU 81-91 (720) NEGRO DER,CUARTOS,NISSAN,TAIWAN,30,215-1604L,5
215-1506R3,CUARTO PUNTA NISSAN PU 81-91 (720) CROMADO DER,CUARTOS,NISSAN,TAIWAN,35,215-1558L,4
215-1542L,CUARTO PUNTA TSURU III 94-96 IZQ,CUARTOS,NISSAN,TAIWAN,95,215-1542R,9
215-1542R,CUARTO PUNTA TSURU III 94-96 DER,CUARTOS,NISSAN,TAIWAN,95,215-1562R,5
215-1558L,CUARTO PUNTA NISSAN PU 94-03 (D21) CROMADO IZQ,CUARTOS,NISSAN,TAIWAN,80,215-1558R,15
215-1558L6,CUARTO PUNTA NISSAN PU 94-03 (D21) GRIS IZQ,CUARTOS,NISSAN,TAIWAN,70,215-1558R6,11
215-1558R,CUARTO PUNTA NISSAN PU 94-03 (D21) CROMADO DER,CUARTOS,NISSAN,TAIWAN,80,331-1511L,9
215-1558R6,CUARTO PUNTA NISSAN PU 94-03 (D21) GRIS DER,CUARTOS,NISSAN,TAIWAN,70,215-1562L,7
215-1561L,CUARTO PUNTA TSUBAME 94-02 IZQ,CUARTOS,NISSAN,TAIWAN,160,215-1561R,5
215-1561R,CUARTO PUNTA TSUBAME 94-02 DER,CUARTOS,NISSAN,TAIWAN,160,215-1604L,3
215-1562L,CUARTO PUNTA TSURU III 01-03 IZQ,CUARTOS,NISSAN,TAIWAN,120,215-1562R,19
215-1562R,CUARTO PUNTA TSURU III 01-03 DER,CUARTOS,NISSAN,TAIWAN,120,315-1902R,8
215-1604L,CUARTO FRONTAL DATSUN PU 73-80 (620) IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1604R,8
215-1604R,CUARTO FRONTAL DATSUN PU 73-80 (620) DER,CUARTOS,NISSAN,TAIWAN,45,215-1605L,5
215-1605L,CUARTO FRONTAL NISSAN PU 81-93 (720) BICOLOR IZQ,CUARTOS,NISSAN,TAIWAN,35,215-1605R,10
215-1605R,CUARTO FRONTAL NISSAN PU 81-93 (720) BICOLOR DER,CUARTOS,NISSAN,TAIWAN,35,215-1622L,5
215-1621L,CUARTO FRONTAL TSURU I 86-87 GRANDE IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1621R,6
215-1621R,CUARTO FRONTAL TSURU I 86-87 GRANDE DER,CUARTOS,NISSAN,TAIWAN,45,215-1631L,3
215-1622L,CUARTO FRONTAL TSURU II 88-91 AUSTERO IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1622R,6
