ArticuloID,Descripcion,Articulo_Tipo,Articulo_Grupo,Articulo_Clase,Precio,ArticuloRecomendadoID,Frecuencia
212-1552L1,CUARTO PUNTA TOYOTA PU 89-95 CROM DOBLE TRACC IZQ,CUARTOS,TOYOTA,TAIWAN,140,212-1552R1,181
212-1552L2,CUARTO PUNTA TOYOTA PU 89-95 NEGRO DOBLE TRACC IZQ,CUARTOS,TOYOTA,TAIWAN,140,212-1552R2,75
212-1552R1,CUARTO PUNTA TOYOTA PU 89-95 CROM DOBLE TRACC DER,CUARTOS,TOYOTA,TAIWAN,140,312-1501L1,61
212-1552R2,CUARTO PUNTA TOYOTA PU 89-95 NEGRO DOBLE TRACC DER,CUARTOS,TOYOTA,TAIWAN,140,312-1501R1,38
212-1612L,CUARTO FRONTAL TOYOTA PU 84-88 (TODAS) IZQ,CUARTOS,TOYOTA,TAIWAN,40,212-1612R,383
212-1612R,CUARTO FRONTAL TOYOTA PU 84-88 (TODAS) DER,CUARTOS,TOYOTA,TAIWAN,40,212-1638L,155
212-1638L,CUARTO FRONTAL TOYOTA PU 89-95 (TODAS) IZQ,CUARTOS,TOYOTA,TAIWAN,60,212-1638R,422
212-1638R,CUARTO FRONTAL TOYOTA PU 89-95 (TODAS) DER,CUARTOS,TOYOTA,TAIWAN,60,312-1501R1,87
212-1914L,CALAVERA TOYOTA PU 84-88 CROMADA (TODAS) IZQ,CALAVERAS,TOYOTA,TAIWAN,120,212-1914R,398
212-1914L2,CALAVERA TOYOTA PU 84-88 PINTADA (TODAS) IZQ,CALAVERAS,TOYOTA,TAIWAN,110,212-1914R2,317
212-1914R,CALAVERA TOYOTA PU 84-88 CROMADA (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,120,212-1914R2,166
212-1914R2,CALAVERA TOYOTA PU 84-88 PINTADA (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,110,212-1945L,118
212-1923L,CALAVERA TOYOTA PU 78-83 CROMADA (TODAS)  IZQ,CALAVERAS,TOYOTA,TAIWAN,120,212-1923R,210
212-1923R,CALAVERA TOYOTA PU 78-83 CROMADA (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,120,212-1945L,66
212-1945L,CALAVERA TOYOTA PU 89-95 (TODAS) IZQ,CALAVERAS,TOYOTA,TAIWAN,120,212-1945R,516
212-1945R,CALAVERA TOYOTA PU 89-95 (TODAS) DER,CALAVERAS,TOYOTA,TAIWAN,120,315-1902R,124
213-1122L,FARO LUV 04 C/AJUSTES CRISTAL IZQ ***,FAROS,CHEVROLET,TAIWAN,600,213-1122R,18
213-1122R,FARO LUV 04 C/AJUSTES CRISTAL DER ***,FAROS,CHEVROLET,TAIWAN,600,213-1524L,9
213-1123L,FARO LUV 98-03 C/AJUSTES IZQ,FAROS,CHEVROLET,TAIWAN,500,213-1123R,113
213-1123R,FARO LUV 98-03 C/AJUSTES DER,FAROS,CHEVROLET,TAIWAN,500,332-1117R,28
213-1408N,CUARTO LAT LUV 97-03 AMBAR LH=RH ***,CUARTOS,CHEVROLET,TAIWAN,60,ELDSP90CL,4
213-1509L,CUARTO PUNTA ISUZU PU / LUV 88-95 CROM AMBAR IZQ,CUARTOS,ISUZU,TAIWAN,80,213-1509R,195
213-1509R,CUARTO PUNTA ISUZU PU / LUV 88-95 CROM AMBAR DER,CUARTOS,ISUZU,TAIWAN,80,331-1518R,37
213-1524L,CUARTO PUNTA LUV 04 CRISTAL IZQ ***,CUARTOS,CHEVROLET,TAIWAN,180,213-1524R,44
213-1524R,CUARTO PUNTA LUV 04 CRISTAL DER ***,CUARTOS,CHEVROLET,TAIWAN,180,215-1558L6,9
213-1619L,CUARTO FRONTAL LUV 81-03 AMBAR IZQ ***,CUARTOS,CHEVROLET,TAIWAN,80,213-1619R,27
213-1619R,CUARTO FRONTAL LUV 81-03 AMBAR DER ***,CUARTOS,CHEVROLET,TAIWAN,80,332-1615L,7
213-1904L1,CALAVERA ISUZU PU / LUV 83-87 CROMADA IZQ,CALAVERAS,ISUZU,TAIWAN,120,213-1904R1,54
213-1904L2,CALAVERA ISUZU PU / LUV 83-87 NEGRA IZQ,CALAVERAS,ISUZU,TAIWAN,120,213-1904R2,35
213-1904R1,CALAVERA ISUZU PU / LUV 83-87 CROMADA DER,CALAVERAS,ISUZU,TAIWAN,120,213-1908R1,29
213-1904R2,CALAVERA ISUZU PU / LUV 83-87 NEGRA DER,CALAVERAS,ISUZU,TAIWAN,120,213-1908R2,22
213-1908L1,CALAVERA ISUZU PU / LUV 88-95 CROMADA IZQ,CALAVERAS,ISUZU,TAIWAN,130,213-1908R1,123
213-1908L2,CALAVERA ISUZU PU / LUV 88-95 NEGRA IZQ,CALAVERAS,ISUZU,TAIWAN,120,213-1908R2,112
213-1908R1,CALAVERA ISUZU PU / LUV 88-95 CROMADA DER,CALAVERAS,ISUZU,TAIWAN,130,213-1908R2,56
213-1908R2,CALAVERA ISUZU PU / LUV 88-95 NEGRA DER,CALAVERAS,ISUZU,TAIWAN,120,331-1922L,29
213-1918L,CALAVERA LUV DOBLE CAB 97-01 ROJO/BCO/AMB IZQ,CALAVERAS,CHEVROLET,TAIWAN,250,213-1918R,90
213-1918LC,CALAVERA LUV DOBLE CAB 02-03 ROJO/BCO IZQ,CALAVERAS,CHEVROLET,TAIWAN,300,213-1918RC,71
213-1918R,CALAVERA LUV DOBLE CAB 97-01 ROJO/BCO/AMB DER,CALAVERAS,CHEVROLET,TAIWAN,250,213-1918RC,37
213-1918RC,CALAVERA LUV DOBLE CAB 02-03 ROJO/BCO DER,CALAVERAS,CHEVROLET,TAIWAN,300,215-1926R,10
21410-F4016,RAD NISSAN PU 94-03 (D-21) STD ALUMINIO ORIGINAL,RADIADORES DE ALUMINIO,NISSAN,MEXICO,1800,21410-F4200,7
21410-F4200,RAD TSURU III GS 16V / TSUBAME 94-97 SENTRA STD ALUM ORIG,RADIADORES DE ALUMINIO,NISSAN,MEXICO,1500,3231-5050,5
214-1508L1,CUARTO PUNTA MITS PU L200/RAM50 87-96 CROM BIC IZQ,CUARTOS,MITSUBISHI,TAIWAN,120,214-1508R1,158
214-1508L2,CUARTO PUNTA MITS PU L200/RAM50 87-96 NEGRO BI IZQ,CUARTOS,MITSUBISHI,TAIWAN,100,214-1508R2,152
214-1508R1,CUARTO PUNTA MITS PU L200/RAM50 87-96 CROM BIC DER,CUARTOS,MITSUBISHI,TAIWAN,120,214-1508R2,68
214-1508R2,CUARTO PUNTA MITS PU L200/RAM50 87-96 NEGRO BI DER,CUARTOS,MITSUBISHI,TAIWAN,100,316-1503R,27
214-1914L,CALAVERA MITSUBISHI PU L200 / RAM50 79-86 IZQ,CALAVERAS,MITSUBISHI,TAIWAN,130,214-1914R,305
214-1914R,CALAVERA MITSUBISHI PU L200 / RAM50 79-86 DER,CALAVERAS,MITSUBISHI,TAIWAN,130,214-1923R1,96
214-1923L1,CALAVERA MITSUBISHI PU L200 / RAM50 87-96 CROM IZQ,CALAVERAS,MITSUBISHI,TAIWAN,150,214-1923R1,225
214-1923R1,CALAVERA MITSUBISHI PU L200 / RAM50 87-96 CROM DER,CALAVERAS,MITSUBISHI,TAIWAN,150,315-1902R,49
2147601G00,TOLVA RAD NISSAN PU 94-02,TOLVAS DE RADIADOR,NISSAN,TAIWAN,120,2147601G10,61
2147601G10,TOLVA RAD NISSAN PU 87-97  D-21  MOT 2.4 AMERICANA,TOLVAS DE RADIADOR,NISSAN,TAIWAN,120,2147612W00,54
2147612W00,TOLVA RAD NISSAN PU 80-84 (720) MOT 1.8 AMERICANA,TOLVAS DE RADIADOR,NISSAN,TAIWAN,120,E5TZ8146,29
21481-37A00,MOTOVENT TSURU 84-87 (SOLO),MOTOVENTILADORES,NISSAN,TAIWAN,650,RDNT392,3
21481-6M100,MOTOVENT SENTRA 00-03 P/RAD P/ A/A COMPLETO,MOTOVENTILADORES,NISSAN,TAIWAN,2300,331-1512L,2
21481-6M110,MOTOVENT SENTRA 00-03 P/RAD S/ A/A COMPLETO,MOTOVENTILADORES,NISSAN,TAIWAN,2200,221-1110L,1
21487-57A00,MOTOVENT TSURU 88-91 (SOLO),MOTOVENTILADORES,NISSAN,TAIWAN,700,331-1129L,2
215-1121L,FARO TSURU I SAMURAY 85-87 S/BASE S/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,350,215-1121R,101
215-1121R,FARO TSURU I SAMURAY 85-87 S/BASE S/AJUSTES DER,FAROS,NISSAN,TAIWAN,350,215-1142L,57
215-1139L,FARO NISSAN PU 92-93 C/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,360,215-1139R,495
215-1139R,FARO NISSAN PU 92-93 C/AJUSTES DER,FAROS,NISSAN,TAIWAN,360,215-1142R,156
215-1142L,FARO TSURU II 89-91 (PLASTICO) C/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,360,215-1142R,810
215-1142R,FARO TSURU II 89-91 (PLASTICO) C/AJUSTES DER,FAROS,NISSAN,TAIWAN,360,315-1101R,217
215-1153L,FARO TSUBAME 94-02 C/BASE IZQ,FAROS,NISSAN,TAIWAN,550,215-1153R,78
215-1153R,FARO TSUBAME 94-02 C/BASE DER,FAROS,NISSAN,TAIWAN,550,315-1101L,25
215-1154L,FARO TSURU III 94-96 C/AJUSTES IZQ,FAROS,NISSAN,TAIWAN,400,215-1154R,296
215-1154R,FARO TSURU III 94-96 C/AJUSTES DER,FAROS,NISSAN,TAIWAN,400,315-1101L,126
215-1402L,CUARTO LATERAL TSURU I 84-87 IZQ,CUARTOS,NISSAN,TAIWAN,20,215-1402R,128
215-1402R,CUARTO LATERAL TSURU I 84-87 DER,CUARTOS,NISSAN,TAIWAN,20,215-1407,29
215-1407,CUARTO LATERAL DATSUN SEDAN 79-84 (A10)  LH=RH,CUARTOS,NISSAN,TAIWAN,25,215-1505N,34
215-1412,CUARTO LATERAL TSURU II 88-89  LH=RH,CUARTOS,NISSAN,TAIWAN,25,215-1505N,22
215-1504L,CUARTO PUNTA NISSAN PU 92-93 (720) C/FRANJA IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1504R,417
215-1504L2,CUARTO PUNTA NISSAN PU 92-93 (720) NEGRO IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1504R2,116
215-1504L3,CUARTO PUNTA NISSAN PU 92-93 (720) FILO CROMAD IZQ,CUARTOS,NISSAN,TAIWAN,55,215-1504R3,236
215-1504R,CUARTO PUNTA NISSAN PU 92-93 (720) C/FRANJA DER,CUARTOS,NISSAN,TAIWAN,45,215-1558L6,129
215-1504R2,CUARTO PUNTA NISSAN PU 92-93 (720) NEGRO DER,CUARTOS,NISSAN,TAIWAN,45,215-1504R3,52
215-1504R3,CUARTO PUNTA NISSAN PU 92-93 (720) FILO CROMAD DER,CUARTOS,NISSAN,TAIWAN,55,215-1558R,75
215-1505N,CUARTO LATERAL DATSUN PU 73-80 (620)  LH=RH,CUARTOS,NISSAN,TAIWAN,25,215-1605L,33
215-1506L,CUARTO PUNTA NISSAN PU 81-91 (720) NEGRO IZQ,CUARTOS,NISSAN,TAIWAN,30,215-1506R,309
215-1506L3,CUARTO PUNTA NISSAN PU 81-91 (720) CROMADO IZQ,CUARTOS,NISSAN,TAIWAN,35,215-1506R3,140
215-1506R,CUARTO PUNTA NISSAN PU 81-91 (720) NEGRO DER,CUARTOS,NISSAN,TAIWAN,30,215-1558L6,101
215-1506R3,CUARTO PUNTA NISSAN PU 81-91 (720) CROMADO DER,CUARTOS,NISSAN,TAIWAN,35,315-1518R,35
215-1542L,CUARTO PUNTA TSURU III 94-96 IZQ,CUARTOS,NISSAN,TAIWAN,95,215-1542R,326
215-1542R,CUARTO PUNTA TSURU III 94-96 DER,CUARTOS,NISSAN,TAIWAN,95,215-1562L,158
215-1558L,CUARTO PUNTA NISSAN PU 94-03 (D21) CROMADO IZQ,CUARTOS,NISSAN,TAIWAN,80,215-1558R,765
215-1558L6,CUARTO PUNTA NISSAN PU 94-03 (D21) GRIS IZQ,CUARTOS,NISSAN,TAIWAN,70,215-1558R6,783
215-1558R,CUARTO PUNTA NISSAN PU 94-03 (D21) CROMADO DER,CUARTOS,NISSAN,TAIWAN,80,215-1558R6,295
215-1558R6,CUARTO PUNTA NISSAN PU 94-03 (D21) GRIS DER,CUARTOS,NISSAN,TAIWAN,70,215-1562L,188
215-1561L,CUARTO PUNTA TSUBAME 94-02 IZQ,CUARTOS,NISSAN,TAIWAN,160,215-1561R,84
215-1561R,CUARTO PUNTA TSUBAME 94-02 DER,CUARTOS,NISSAN,TAIWAN,160,215-1562L,27
215-1562L,CUARTO PUNTA TSURU III 01-03 IZQ,CUARTOS,NISSAN,TAIWAN,120,215-1562R,914
215-1562R,CUARTO PUNTA TSURU III 01-03 DER,CUARTOS,NISSAN,TAIWAN,120,315-1504RAY,181
215-1604L,CUARTO FRONTAL DATSUN PU 73-80 (620) IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1604R,137
215-1604R,CUARTO FRONTAL DATSUN PU 73-80 (620) DER,CUARTOS,NISSAN,TAIWAN,45,215-1605R,56
215-1605L,CUARTO FRONTAL NISSAN PU 81-93 (720) BICOLOR IZQ,CUARTOS,NISSAN,TAIWAN,35,215-1605R,534
215-1605R,CUARTO FRONTAL NISSAN PU 81-93 (720) BICOLOR DER,CUARTOS,NISSAN,TAIWAN,35,215-1631L1,123
215-1621L,CUARTO FRONTAL TSURU I 86-87 GRANDE IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1621R,141
215-1621R,CUARTO FRONTAL TSURU I 86-87 GRANDE DER,CUARTOS,NISSAN,TAIWAN,45,215-1638L,48
215-1622L,CUARTO FRONTAL TSURU II 88-91 AUSTERO IZQ,CUARTOS,NISSAN,TAIWAN,45,215-1622R,161
